full_filepath,transcript,similarity_score
D:\dataset\fe2805b7020055b45337488008a3a271.mp3,イクイクっ！イッちゃうからぁっ！ワタシの膣内にたくさん出してえっ！あっ、あっ、あっ、ひゃあああああ――――っ！,0.6857142857142857
D:\dataset\5b416f132d3ed87edd62dcd114e9a636.mp3,んん～～っお尻が溶けてしまいますっふぁっ、はっ、はっ、んんっひぁ、あ──あああぁっ,0.6511627906976745
D:\dataset\23c5db2476952c63794bab5edecd301f.mp3,ふぁ…♡あ、はぁ…♡どぴゅどぴゅ…でてる…♡はぁ…♡んんっ…♡ん、あぁぁ…♡,0.6
D:\dataset\c77e1f2273cc6a538175adc1aebd8336.mp3,ほ、ほう…！確かに特別な地のようだ。灼熱の陽光に焼かれながらも聖なる力が満ちている！,0.7906976744186046
D:\dataset\fbb628076b834018a132c5a71444bfa8.mp3,ふあ、んぅぅ！おちんちん、太くなって！んぁ、ああんぅ！バレるかもしれないのに！先生は興奮してるんですね！,0.7619047619047619
D:\dataset\81995f14f187564806ce7cd84035a45b.mp3,ぱぁぱ…リュウは、愛してるよ♡ちんちんいれちゃうくらい、すき♡だから…愛してる”で、あんしんさせてぇ…ぱぁぱ♡ぁ、んんっ♡,0.7226890756302521
D:\dataset\e7ce67c0ba2dffde2b0a39bd867e6847.ogg,ダメっ…！ゆるく、しないでっ…！もっと、つよくっ…！爪が、めり込んでっ…！血管っ、切れちゃうくらいっ…！かはぁっ…！,0.6728971962616822
D:\dataset\9d71ec7df73cf935fe9a8b114bfb199d.m4a,大丈夫れふ…ちょっとむせただけですわ…精液…ちゃんと、残さず飲んでますから…ん、はぁ、はぁっ…,0.7368421052631579
D:\dataset\2027b7442ba596afdd1bbaca03394943.m4a,ね…お願いよ…？お腹はぺこぺこだけど、騎士くんのをもらえたら我慢できるわ。,0.7671232876712328
D:\dataset\2f1799b4321e9bb7c8db8e39788e4633.m4a,うう…もう脚がぱんぱん…って、ねえ、あれ！お屋敷よ！,0.6538461538461539
D:\dataset\cbb4303a2159b6d158ad9f5c7f30f96f.mp3,あ、あの…わたし、わたし――。,0.56
D:\dataset\433191452ac8c824fe0c6bd32d250ac1.mp3,ふあぁぁぁぁ…！ああっ、ああんぅ、んぅ、んんぅっ…あぁ、来た、来たぁっ♪,0.6153846153846154
D:\dataset\2b58b8476a93b3629ffca67b1e1b46e4.ogg,いやぁ…、感覚がおかしく、なって…、んんっ、うぁ…、ああぁ…,0.6349206349206349
D:\dataset\5aa90c0ff557b5a984c2d75d3d515d46.ogg,はぁはぁ…はぁ…あれ？…精液…出てない…も、もう…終わった？,0.6779661016949152
D:\dataset\decaafbf77957fe89f4b1b7cdd5d316e.ogg,く、ふぅうっっ！で、でも負けちゃいけません…っ。わたしは絶対に、もう一度満開の桜を…ほっひぃいいっっ！,0.7115384615384616
D:\dataset\9152726774fa1e6e913408f62c228842.m4a,イく時は…あぁっ…！一緒にイこうよ…！んんっ…！お願いっ、絶対だからね…！ひやぁっ…！,0.6947368421052632
D:\dataset\9a1886c227d239a4f1106b64a3758a5b.mp3,んんんんっ！！！！それ、それ…！もっと、もっとつねってぇ…♪,0.6129032258064516
D:\dataset\73886ae8bf117641e0fd6705b4137d61.mp3,何じゃそれは、謙遜か？無駄飯食らいがリーダーなんぞ務めておる訳がなかろう。,0.7948717948717948
D:\dataset\78e912ced6b70b544542c079e89097de.ogg,あぁぁ…あは、はんっ…んっくっはっ、いい…いいよっ…きもちいい…っ！,0.5277777777777778
D:\dataset\a965f24d40a04349b7865c076a32b656.m4a,んぐ、むぐ、ふぐ、ちゅ、んむ…ぢゅぶっ、ちゅっ、ちゅっ、ちゅう…ちゅ、んぐちゅ、ちゅっ…,0.2142857142857142
D:\dataset\76c71e305042dd0f43b37ccee433dcb2.mp3,はぁ、はぁ…。あぁ、あぁ…ぅ、んぅ…。まったくもう…騎士君の、甘えん坊さん♪,0.6666666666666666
D:\dataset\fbe276a386ef894e60c770f3cd3ea2c1.ogg,ぅくっ…うぅ…はぁ、はぁ…,0.6
D:\dataset\0a6665a02f442f0e7eb164cce7995cd4.mp3,いたく、ない♡もー♡へーき♡ぁ♡へーき、だぞ♡いっぱい犯してもらったもん♡だからぁ♡もっと、きてぇ♡,0.7741935483870968
D:\dataset\9ebe67625190cb91f1180254b0c89146.ogg,ずるいです！ねぇ、今度は私の番！私のおまんこに、たっぷり元気な精子を注いでください！,0.8
D:\dataset\5a9e9c0a50e9822294149d79f4c7a8f6.m4a,どくわけないじゃないっ！アンタを捕まえるんだから！はあっ！,0.7857142857142857
D:\dataset\cb5f97c79b6165c58d74e8145255a56e.opus,何よその哀れむような目はーーっ！,0.7777777777777778
D:\dataset\819391d87439f7953e1c6a53fc117309.mp3,んぁあっ、奥にめり込んでっ…ああっ、良いっ！良いですぞっ！くふぅううう♪,0.647887323943662
D:\dataset\8be2f500fb5cface8e0284b24faf5668.mp3,姉さん…待っていて。私は必ずこの剣で、貴方のことを止めて見せるから…！,0.7714285714285715
D:\dataset\b46166ace78036c654379d533b0740ed.mp3,はぁ、ああぁっ、んぅぅ、お、奥まで…んぅ、みっちりだよぉ…んぅ、アタシのお腹の中、んぅ、団長ちゃんのおちんちんで広がっちゃってるはぁ、はぁ…すごい、こ、こんなふうになっちゃうんだ,0.7975460122699386
D:\dataset\cc0398a138fbef0f469c59773f6fd4ab.m4a,ん…？用があるのはピュルテの方か。何故、自分で言わない。姑息なマネを,0.7575757575757576
D:\dataset\572157dbbe4c47210ba8a604621d8159.ogg,ぐっ、ああ…！？ぬるぬるしてっ、気持ち悪い…！,0.782608695652174
D:\dataset\161d13b8668066a35772d273009fb56a.ogg,は、はい…っっ！おほ、んへ、ああぁっっ！,0.7317073170731707
D:\dataset\713716d4e9c1ca64312afb123102e605.ogg,ふぅふぅ、またこのニオ、イぃぃっっ！,0.4888888888888889
D:\dataset\23452eb407a93226197ad71541b6400e.mp3,か、華琳様…はぁはぁ…ひょっとして、何か、私の膣内に、んん…！挿れて、らっしゃるんですか…？,0.7912087912087912
D:\dataset\9b446c5f9279558c57971bb207ca554a.mp3,おっぱい、あんっ！すごいぃっ！あ、そんなぐにぐにって揉んじゃ、らめっ。膣内もっ！あ、あっ！んくぅ…！,0.6938775510204082
D:\dataset\5cc6cc72449b7725904d955004c369c8.mp3,は？誰が敵についていくと思っ──あ、おいっ。ガキから手ぇ離せっ。待て、どこに連れてくつもりだ、テメエ…！,0.7924528301886793
D:\dataset\0de9f92ac5e729bdd485b3f734ace037.opus,冥王よ、ソフィがミルクセーキを作ってくれたぞ！,0.7142857142857143
D:\dataset\57ac281a14c50712bebe25295517b56b.ogg,っ…はあっ、はあ…ふ、ぅ…っ。そ、そう心配せんでいい…この程度、どうということはない…それに…―――,0.693069306930693
D:\dataset\0503b0aed516a78f83cc20b30f422523.mp3,…？えろい？って何だい？,0.5833333333333334
D:\dataset\a71647f71858b24feeb259dfedb1366c.ogg,はぁはぁっ、気持ちいいっっ！気持ちイイよ、ララっっ！,0.631578947368421
D:\dataset\cfa08f22938a78ce08519d1a332fd0ae.mp3,団長さんと一緒に、気持ちよくなって…あっ、んああっ、はぁああっ！くるっ、きちゃいますぅっ…！んんっ、ぁあああっ…！ひゃぁあああああああああああっ！,0.7938931297709924
D:\dataset\37131f487565fff2c8e1ff76d0c3ca86.opus,あっ、あはははっ、イ…イフリ、イフリータ、来てっ…あはははっ！,0.1818181818181818
D:\dataset\eafe544129e3decc99ab036322ab4b57.ogg,息が…っ、いっ、息…ッ！？心臓も圧迫されて…っ、死に、そう…！？,0.547945205479452
D:\dataset\7fbf03891b9b812b8d522d5e891efbff.mp3,ぽたぽた…こぼれてる…あぁっ！でも、これだけじゃ…足りない…んん、はうぅ…良く、ならないかもっ…。,0.7708333333333334
D:\dataset\c89f4bdf208496b803cf762e829771e5.ogg,ごぶ、んべぇっ♪喉マンコの奥まで、太いチンポが届いてきますっ♪ああ、んふぅっ！ジュルベロ、チュルチュル、んぼっ、んぶっ！おごっ、んごっ、ぉぉぉっ♪,0.5138888888888888
D:\dataset\c3e8821a62fdefb90d636cff698117cd.mp3,んあっ、イタズラですかっ？センパイだって、もう限界でしょう…？ほら、こんなに大きくなって――,0.8
D:\dataset\1aa72c6099575fb9c2b1ea298450723d.mp3,んあっ、ぁあっ、ふぁぁぁああああああんっ…！,0.4705882352941176
D:\dataset\2d0de30482fab52f329a1d18d4094229.m4a,あっ、あなたさま！そんなとこに入ったら、あんっ…ダメです、私、変な気分になってきてしまいますから…,0.7741935483870968
D:\dataset\dc6446696ca346cfe244273f3458cd01.ogg,中に出しても、いいのよ…？,0.72
D:\dataset\15819a2b6698ad3476222a95bae06cd6.m4a,あっ…ダメっ…あたしもっ、イっちゃいそう…！はぁんっ！たいちょーっちに、イカされ、ちゃうぅぅ…っ！？,0.6
D:\dataset\0448bd06a529badcb3757f100932552f.m4a,んふぅ、んっ…！あ、ああっ…そんなに外に出して…もったいないわ…,0.7666666666666667
D:\dataset\f9e9cc9930506ab7f5e9b2c0b9253259.ogg,あひぃぃいいっ！？ンあ゛っ、みっ、耳っ…聞こえなっ、あひっ！？んあ゛っ！！,0.7692307692307693
D:\dataset\447a88148035ffbc2efcacf05f467b80.mp3,はぁっ、はぁっ、も、もう、らめぇ…何も考えられないっ…ただ、君にもっと悦んでもらいたいのぉ…はびゅっ、じゅぶっ！,0.7543859649122807
D:\dataset\5df7cdb5814a2180cee479227e1f61e6.mp3,ふあっ！んんんっ！い、いや、ボクは大人っ、なんだからっ。んっ、この状況でも！ボクがしなきゃ…あ、ひゃぅぅん！,0.6491228070175439
D:\dataset\0782e3b7fee25d048aeead64a05f6ded.m4a,んふふっ、ぴくってしてる…多分、間違ってないみたい…こんな大きくても、ちょっと可愛いかも…,0.75
D:\dataset\f5a7462639c1e422ab8ffb3b19f7654c.mp3,んうっ、ん、んんんぅぅっ！！,0.7586206896551724
D:\dataset\c165687c14df93202acedde6df352234.m4a,そら、ずんずん、ずちゅずちゅ♥気持ちいいか、貴様♥悪いわけがないな、ははは♥,0.7560975609756098
D:\dataset\3ecf5eba4915d90945b20a4279ecb578.mp3,ぷはぁ…良かった、ぁ…,0.5882352941176471
D:\dataset\909cf603cefa52e8f439326a786bdb69.m4a,やだっ、やだよぉっ、やめてぇぇえええぇぇっ！！,0.7083333333333334
D:\dataset\32af4f1e9bd037e04449bd739b733394.m4a,あぁうんっ、顔にこんなにたくさん、うっぷ…はあぁ、はぁ…,0.6666666666666666
D:\dataset\67e08166d008f8418ebaa17abf47bdeb.ogg,あっ！そこ、そんなについちゃダメです！やっ！あん！だ、だめっ！,0.7761194029850746
D:\dataset\2212349859518fc252dcc3930a6c5509.m4a,やっ…んんん…っ！おっ、おなかっ…おっきいの入ってるっ…はうっ…こえ…声、出ちゃう…しずかにしなきゃ…っ！,0.6857142857142857
D:\dataset\baee84b465c9eba12a352a5e5747491e.ogg,は、ハメ撮り…！,0.4
D:\dataset\47cb4aa7af0b50e0cf272ee4bc17e323.ogg,はふっ、ンっ…んあっ、あっ、あっ、あぁ…くぅっ、ンっ、んん…っ！！,0.6101694915254238
D:\dataset\35c016ea78d8608037c94d51cf5a14ca.mp3,――ふぁあっ、あっ…んんぅ！？んっ、ふぁっ、あ…あっ、あ、あぁぁ…っ！,0.3768115942028985
D:\dataset\f467b253fd4d22cccdf348f959bc486b.ogg,あんん…ッ！？射精我慢してるオチンポっ、ああ！ああッ！,0.6538461538461539
D:\dataset\894696487f2eab4d60089872f1c166e7.m4a,んぐ、ふう、ぶふううっ♥うぐぅ、ちんぽ、奥まで…んぢゅ、ぐぢゅ、はあっ、もっと奥まで…んぐっ…！,0.4695652173913043
D:\dataset\fbc0a1c55b37911e2c5302d4f2ced7ab.m4a,ふぶぢゅ、びちゃ、びちゃ、れろ、ぴちゃ、れろっ♥ん、ん～♥んぐちゅ、ぢゅぼ、ぢゅるるっ♥♥,0.1818181818181818
D:\dataset\473ee9ff7b77049fdfb677512c03ca9d.m4a,イキなさい♪ンッ、ンッ、ンッ♪レロレロレロレロレロ～～～～～～♪,0.4262295081967213
D:\dataset\2164321a13c2fa015d90c4746708dcc8.ogg,あ、あわわ…あ、当たり前でしょ…！そんなの、べつに、ぜーんぜんかんたん、ぢゅ、ぢゅるるっ！ぢゅるっ、んぅっ,0.5294117647058824
D:\dataset\89ea12b9445502ac70156a945da7293c.ogg,ありがと～♪んくんく…ぷぁっ、このジュース初めて飲んだけど美味しいね,0.8
D:\dataset\15086c16d7a2f79841edc5baf9022a90.m4a,い、いやあっ、入ってこないで！？あ、あううっ、顔にベタベタしたのが、コレ何…？なんか舐められたみたいぃ…,0.75
D:\dataset\7c6271aadaa4a11c8294042700993941.m4a,大、丈夫…です！苦しぃ、ですけど…、ルカさんに…愛されて、ると思うと…嬉しくてっ,0.8
D:\dataset\36be7a51e246853da22fae8df09abb9c.mp3,あぁぁ…アタシも団長さんをっ、んっ、自由にしちゃいますからっ…ああぁぁっ…！,0.7397260273972602
D:\dataset\9e4bbec5b07c5de7e949908f0c5fba2d.mp3,ふあぁ…っ、あっ…あぁ…んっ、お兄ちゃん…！ありがとうございます…そこ…っ、すごく気持ちいい…です…！,0.7272727272727273
D:\dataset\07a2e7c2404d8e617af0635db3506fb6.ogg,ひうっ、んんっ…しょ、触手に…乳首が擦れて…あっ、ああっ…こんなの…ダ、ダメっ…刺激が…強すぎる…っ！,0.7920792079207921
D:\dataset\40d8cf07f1bbdabba1852f94ca2964f8.ogg,く、くそ…がああぁ！このような屈辱…許さん、許さんぞウリエル…！,0.7878787878787878
D:\dataset\5be64a70c9c2b708bc62771ed694b25e.m4a,ごめんなさい、したのに…なんでお仕置き続行なの！？ふあっ？止まらないって…んっ、やぁううっ！,0.6153846153846154
D:\dataset\64faad6ff9dcaa7e2a6c6b3d1614647c.m4a,ぐちょぐちょ、ぐちょぐちょって、さっきからえっちな音も凄いね。私の指に、ご主人のお汁が絡みついてきちゃってるよ,0.6981132075471698
D:\dataset\65131c47c549ad6485ec8a96a5c4285d.ogg,我慢なんてしないでぇ…そのまま、中にイッちゃえ♪ほらぁ、遠慮しないで…イケッ♪,0.675
D:\dataset\41742d8c0e22fc98c552201d144546ae.mp3,んぁ、ふぅ！先っぽ、膨らんで！んぅ、んああ！あぁ、いいぜぇ！その調子だぁ！今、出させてやるからなぁ！？ふぅ、んんあ、あああ！,0.6829268292682927
D:\dataset\c41290329c6bc07b8d9fba6b9b8bb790.m4a,はぁんっ、このからだだとほんとうに、きのきみのてもっ、なにもかもがわたくしに、あん、あまるほどおおきくて…！,0.6666666666666666
D:\dataset\289ede4af429ca39aa8f9c57fddbaca4.ogg,あっ、ふぁぁぁぁぁぁぁぁああああああああっ！,0.5
D:\dataset\65df6a19131e2d88e0964b4841f44b1a.m4a,っんむむむむっ♪種汁ぅ…種汁、もう一度喉奥で、口内で感じたいぃ…種汁ぅ♪じゅぷっ！じゅぷ、じゅぷぷっ、出してぇ♪,0.6504065040650406
D:\dataset\126efdea02cf41438cdea25a0a544bbe.ogg,イクッッ！イクイクゥウゥゥッ！便女清子っっ、めちゃくちゃイクゥゥゥンンッッ！,0.7435897435897436
D:\dataset\110751eb0c56a2a0126b7c09de45693a.ogg,うあ、イ、イクッ…みみ、みみ、みみぃぃぃっ♪,0.2978723404255319
D:\dataset\c18360f294c45ff191317a02da4303f7.opus,んむ、ころころ…ころころ…,0.1290322580645161
D:\dataset\9c0e535b63f6d63a3f4fff2aca44c585.ogg,あむぅっ…んふっ、ちゅぶっ…じゅるっ、えろっ、べろぉぉぉっ…んぅふっ、ちゅぼっ、じゅぼぉっ…,0.2954545454545454
D:\dataset\ee0258a19abe1a6e1308b805f9e1d20d.ogg,ひぁぁあぁあっ、あっづいぃ…っ、も、もうケツのなか、ぐちゃぐちゃで…んぐぅっ！おっ、おぉおぉ…,0.5454545454545454
D:\dataset\3c7e8bd5953d4f1abc92a3d9b3df8416.m4a,ひはあぁぁぁっ…！やあぁぁぁぁっっ！！,0.3272727272727272
D:\dataset\a7654dafc65fa883470932b89a2d1595.ogg,その後は、んっ、ふああんっ！映画に行ってぇ、こっそりえっちなことしちゃいましょうっ♡,0.8
D:\dataset\9383747f264ffcf6afca51750fb1151f.m4a,ふふっ、どうだ？こうして根っこを押さえてやれば…出したくても出せなくなるだろ？,0.7532467532467533
D:\dataset\ee805e123e947bec83b31d3d82009853.mp3,ミカエル、お前…。その姿は一体どうしたってんだ！？,0.7755102040816326
D:\dataset\c1cc3407767b879153d55eb262ab3a9f.mp3,硬くなっただんちょーの、ゴシゴシ動かしたら…もっと元気になるはず…だから…いっぱい気持ちよくなって…だんちょー,0.7692307692307693
D:\dataset\2d85d6aa4d9e66086ca69998c3ef9f21.mp3,あっ…きゅぅぅぅん♡はぁ、ふー♡んにゃ、ぁぁ…♡び、びりびり、きたぁ…♡こ、これ…やっぱ、すきぃ…ひぅん♡,0.6862745098039216
D:\dataset\6b082a6904bcd86f927f110df389237b.mp3,んぁぁあ…そろそろ素直に認めたらどうだって…そんなの…んひぃぃいいいいっっ！？んほぉっ、ぁあああ！,0.6041666666666666
D:\dataset\1cc46eea4afc0c33e49165904909145f.ogg,だ、駄目よ。それは駄目っ！！,0.5
D:\dataset\f3af9e5292c550705eef27fb21d7f468.mp3,ひゃううっ…んんっ、んぁあああ…っ！クルミの奥に…ズンって…んあっ！,0.6666666666666666
D:\dataset\1b127a0a987d25f9711712756e4bf219.mp3,団長さんのおちんちんで、私のおまんこ、もっとグチョグチョにしてっ…♪おまんこのなか、もっと掻き回してぇっ…！,0.6213592233009708
D:\dataset\5cad97cd9719a6fdb1eb10aa47327233.m4a,よかった…それじゃ、動いてみる…んぅっ…うッ…んんぅっ…！,0.7272727272727273
D:\dataset\82f0282ef381d0def93bc45a679afd62.mp3,あっ、イクっ、イクぅぅうううんんんっ！？ふあぅ、んんんんんぅぅぅ～！！,0.4918032786885246
D:\dataset\f88dbb0907b1091caea5c7fee8bca326.mp3,んるぅ――ん、ちゅ♡ちぷ…んじゅる…ちゅ…んっ♡んぷ♡んっ♡んちゅ…にゅぷ…んく…んっ♡んぅ♡んー♡,0.3541666666666667
D:\dataset\eb91a017d09853f38ebbdf9a1807521c.m4a,ちゃんとイッたお返しに思い切りオッパイで挟んであげる♪ンッ♪んふ♪あふん♪,0.6301369863013698
D:\dataset\a387bf6f626c6cad2a6af1cceea20013.m4a,あ、ああ…すごく熱い、久しぶりの精子の感覚…はぁっ、んっ。素直に、すごく気持ちよかったよ…,0.7526881720430108
D:\dataset\84205399e1bc153bd3755a687bf35a79.mp3,パールヴァティーよ、早く止まるのじゃ！そ、そっちには――,0.8
D:\dataset\92318da74dc2383843c78c9bf07daec8.m4a,イイとこ擦りながら、奥までズンズンくるピストン気持ちいいのぉっ！んぁっ、ああっ、もうダメ、全部バレちゃってる！,0.7796610169491526
D:\dataset\fbc27007f646c6dae619a493ec6fa0ca.mp3,…浮力装置、完全に大破。身体稼働率、40％に減少…。,0.7924528301886793
D:\dataset\ee3a0ace274913eb4004ade32a44176c.mp3,騎士クン、本当に素直でカワイイ！早く挟んでほしいよねー？はいはい、待たせてメンゴ♪,0.7
D:\dataset\653ba6ac9a0482137b1d6bcdb88651cf.mp3,さっきよりもおっきいの♪むぼーびなとろとろおまんこ、おちんぽで突かれてっ♪ふぁ♪あっ♪あっ、あっあっあっ♪,0.6981132075471698
D:\dataset\8e354b878f5b11d0ce843e24f4eec2dc.m4a,いやあああっ、いやですっ！お、オマンコっ…わたしの、オマンコにドプドプって注いでくださいっ！早くっ、おチンポで慰めてくださいぃいっ！,0.6929133858267716
D:\dataset\e47854b0def1612fca49930ae314120b.ogg,れろぉっ、れろれろれろっ。ちゅっ、れろっ、んれろぉおお,0.2105263157894736
D:\dataset\307b893aa4283e0de937b6498dc1fe97.ogg,だ、だめ…こんなにいっぱい…入り切ら…ない…っ！,0.711864406779661
D:\dataset\01b92d098e2575a44caf751213cee518.ogg,たすけ…助けて、みっちー…,0.5925925925925926
D:\dataset\80d30d31b10f1233e020a21dbaf7be59.m4a,んっ、ふっ…れろ、ぴちゃ…精液の味…あむ、ちゅぷ、れろ…ぴちゃ…いっぱい残ってます…んっちゅ…,0.6947368421052632
D:\dataset\12887462ec54eebc958c1c6a120486b5.m4a,こ、コツを掴んで…はっ、きたぞ…暴れん坊から精気を…んっ、搾る方法が…,0.6944444444444444
D:\dataset\c0a5f20dbd041f4d3c375901eb0e12d8.mp3,うまく挿れられないって…もう。ここよ、ちゃんと挿れてよねっ…んっ。…うっ…んんっ…。,0.7654320987654321
D:\dataset\0d229006d35852ddf92067e929e585d6.m4a,あはぁああ…んっ、ふぁあああ～～ッ！んんんっ、た、隊長さんを、感じますぅうう…っ！,0.6233766233766234
D:\dataset\870f6ec1f9bf8c3183a5d3d84e32172a.mp3,おじさま、まって♡やめっ、ぁ♡やめて♡ひぅぅ♡ほんとに、わたし♡ぁ♡もう、もぉ♡あひ、ぁ♡んっ、んあぁぁ――♡,0.5333333333333333
D:\dataset\37587827ef220383d91b12cfd9d18948.m4a,さーてと、町の中の探検にしゅっぱーつ♪,0.7058823529411765
